0,3.03093566910835,5,1
5.39453301308854,7.92755790445926,2,0
10.9485917346695,13.5335296818590,3,0
15.3395108228744,18.0811540186883,4,1
20.2878713554091,22.8860200057240,5,0
24.3641659984365,26.9619748910885,6,0
29.3206145406154,32.1682314937817,2,0
33.5330721477822,36.0342354961330,3,1
38.7406170441962,42.0413553474244,3,0
44.2006545741678,46.8828512080953,6,1
49.4064476313360,52.8469628897418,6,1
55.0852882334486,58.2660328236673,3,1
61.6240372883214,64.5454831927527,6,0
65.8936300764203,68.4777306471767,4,1
71.8846598701814,74.8680099787339,6,1
77.4839091708945,80.0879106151310,1,0
81.6117209932022,84.8833859837839,4,0
86.4803008186420,89.4114294309362,6,1
93.3656172265127,96.4094517122558,1,0
98.0558021584597,100.588586962330,2,0
102.111444981732,104.673995904707,3,1
106.051659737594,108.816073293126,3,0
110.360250578906,112.909598547916,3,0
115.025465498976,119.694270215951,5,1
122.742588829335,125.947123865951,3,1
128.754129948372,131.630788156479,1,0
133.025244229632,135.525266141674,4,0
136.920383649833,139.926175742145,2,1
142.383167568519,145.022502429818,2,0
146.667731698592,149.413322168425,4,1
150.862505325203,153.559441016110,5,1
155.057136893085,157.569188323318,2,0
158.955570229666,161.995141111956,5,1
163.732977385242,166.326077423076,1,0
168.273890805897,170.889094039129,6,1
173.718075976602,176.277941692175,6,1
177.879708284765,180.839467161964,1,0
182.195406038636,185.456361317058,5,1
187.623174314218,191.117327079594,1,0
192.959668184783,197.101260599974,3,0
199.239729132916,202.915470646086,3,1
204.357371695678,207.811454433146,5,1
209.780962258417,212.330262556637,6,1
215.009480049208,217.579791622038,4,0
219.200777507024,221.961438203112,4,0
224.127115390531,227.052194733197,2,0
229.188493670863,231.741247739949,2,0
233.280986255796,235.911839626190,4,0
237.506345606762,240.377455658619,2,0
243.954646201843,246.613294366709,1,0
247.973885858622,251.249162496142,5,0
253.110814788086,255.645903479768,1,1
258.243737816462,261.067428764662,4,1
264.195545703558,266.813488672629,5,1
268.174567765685,271.067660821196,2,1
272.406389348511,277.210293181009,1,0
278.724193182423,281.793907258336,2,0
283.252054329079,285.992684249828,6,1
287.771427820897,292.778393531001,3,1
294.314595757397,297.437932877692,1,0
299.815701232859,302.335612252100,2,0
304.073335787061,306.701767017724,1,0
308.068789793760,311.039254191998,4,0
312.657693460320,315.413056379096,4,1
317.512302942804,320.265924305296,6,1
322.116599518186,324.787478026750,4,1
328.879411096222,331.745465394737,5,1
333.184562782445,336.005327553559,1,1
339.650612503945,343.770763507379,5,1
345.336052145891,347.907957278559,6,1
349.517124904970,352.420102020697,3,0
355.443991342865,358.297507665113,5,1
